ID;Caption;Topic;SubtopicID;Subtopic;Direction;Visual Entities;Relations;Url;Image
008;A polar bear nurses her two cubs. Global warming is reducing the sea ice level that female polar cubs need to hunt for food.;;08;PolarBear;;;;http://www.theguardian.com/environment/2014/may/28/polar-bear-cubs-arctic-climate-change;
009;One of the big threats for polar bears today is the effect of climate change;;08;PolarBear;;;;http://www.theguardian.com/environment/gallery/2014/dec/09/svalbards-polar-bears-effects-climate-change-in-pictures;
010;Back in court to protect the polar bear;;08;PolarBear;;;;http://www.greenpeace.org/international/en/news/features/back-in-court-to-protect-the-p052108/;
011;30 June - Greenland. A polar bear seen from the Greenpeace ship Arctic Sunrise during a scientific expedition to investigate and draw attention to the impacts of climate change.;;08;PolarBear;;;;http://www.greenpeace.org/international/en/multimedia/photos/a-polar-bear-walks-along-the-i/;
012;Rare wildfires threaten Canadian polar bear habitat;;08;PolarBear;;;;http://www.reuters.com/article/2012/08/17/us-polarbears-wildfires-idUSBRE87F1FF20120817;
013;Emaciated polar bear pictures raise global warming concerns;;08;PolarBear;;;;http://www.telegraph.co.uk/news/earth/environment/globalwarming/11865256/Emaciated-polar-bear-pictures-raise-global-warming-concerns.html;
014;Smaller sea ice season means less time for polar bears to hunt;;08;PolarBear;;;;http://wwf.panda.org/about_our_earth/aboutcc/problems/impacts/species/polar_bears/;
015;Scientists are tracking polar bears with radio collars in Svalbard, Norway, to monitor their search for food.;;08;PolarBear;;;;http://www.theguardian.com/environment/2013/aug/06/starved-polar-bear-record-sea-ice-melt;
016;US government 'has met obligations for polar bear protection';;08;PolarBear;;;;http://www.theguardian.com/environment/2011/oct/18/us-government-polar-bears-emissions;
017;Polar bears' primary habitat is shrinking as the Arctic ice melts.;;08;PolarBear;;;;http://www.theguardian.com/environment/2011/oct/18/us-government-polar-bears-emissions;
018;As winter approaches, polar bears in sub-arctic Canada begin to migrate off the tundra and head out onto the ice for the winter, where they can hunt for seals. However, climate change is delaying freeze-up, keeping the bears out on the tundra for longer – away from their main food source.;;08;PolarBear;;;;http://www.theguardian.com/environment/video/2013/nov/05/polar-bears-fight-for-survival-sea-ice-melts-video;
019;Polar bears will not be able to get enough calories from land-based food, says a new report;;08;PolarBear;;;;http://www.theguardian.com/environment/2015/apr/01/polar-bears-face-starvation-unlikely-adapt-to-land-based-diet#img-1;
001;Datong No 2 power station in Shanxi Province, China. ‘Air pollution is already reducing life expectancy in northern China by five and a half years.;;09;SmokeStack;;;;http://www.theguardian.com/commentisfree/2015/apr/16/coal-isnt-solution-to-energy-poverty-solar-energy;
002;Hazelwood power station is Australia’s dirtiest power station producing more than 16m tonnes of greenhouse gases each year. The energy white paper does not advocate shutting down older more polluting energy generators.;;09;SmokeStack;;;;www.theguardian.com/australia-news/2015/apr/08/climate-change-ignored-in-energy-white-paper-that-lets-market-rule-future-policy;
003;The new EPA plans would regulate carbon dioxide emissions from existing coal-fired power plants.;;09;SmokeStack;;;;http://www.theguardian.com/world/2014/may/31/obama-climate-change-epa-power-plant-health;
004;The supreme court on Tuesday handed the Obama administration an important victory in its effort to reduce power plant pollution;;09;SmokeStack;;;;http://www.theguardian.com/environment/2014/apr/29/us-supreme-court-air-pollution-ruling-obama;
005;It appears that New Zealand is finally ready to throw their domestic coal habit into Mount Doom — by 2018, the country will cease to use coal as a source of domestic energy production;;09;SmokeStack;;;;http://ourworld.unu.edu/en/new-zealand-pledges-an-end-to-coal-by-2018;
006;A Dutch court has made history by ordering the Netherlands government to make deeper cuts than it is planning in its emissions of greenhouse gases.;;09;SmokeStack;;;;http://ourworld.unu.edu/en/court-tells-dutch-government-it-must-cut-back-emissions;
007;Climate change and energy policy are likely to be the most difficult economic issues facing the world in the first few decades of this century.;;09;SmokeStack;;;;http://ourworld.unu.edu/en/scale-of-the-climate-and-energy-challenge;
008;The International Energy Agency has just published the 2008 edition of the World Energy Outlook. It is difficult to know if we should laugh or cry. It is the classic story of the glass is half full or half empty, depending how you look at it.;;09;SmokeStack;;;;http://ourworld.unu.edu/en/world-energy-outlook-2008;
009;Smoke rising from a chimney of a steel plant in Fengnan, Hebei province. Air pollution is reportedly killing about 4,000 people a day in China.;;09;SmokeStack;;;;http://www.theguardian.com/world/2015/aug/14/air-pollution-in-china-is-killing-4000-people-every-day-a-new-study-finds;
010;An air pollution episode in London in 2015. There were 9,416 early deaths caused by the pollutants NO2 and PM2.5 in 2010, according to King’s College London.;;09;Smog;;;;http://www.theguardian.com/environment/2015/jul/15/nearly-9500-people-die-each-year-in-london-because-of-air-pollution-study;
011;A Kashmiri woman covers her face as she crosses a dusty road in Srinagar, India. The WHO puts 13 Indian cities in the world’s 20 most polluted, with Delhi deemed the filthiest.;;09;Smog;;;;http://www.theguardian.com/news/datablog/2015/jun/24/air-pollution-delhi-is-dirty-but-how-do-other-cities-fare;
012;Coal smoke pours out of the Bruce Mansfield Power Plant in Shippingport, Pennsylvania. Environmentalists argue coal ash from the plant is hazardous waste containing arsenic.;;09;SmokeStack;;;;http://www.theguardian.com/environment/2015/jun/29/supreme-court-air-pollution-epa-coal-plants;
013;A traffic police officer standing on an expressway is barely visible due to hazardous pollution levels, in Hebei province, China, 26 November 2014.;;09;SmokeStack;;;;http://www.theguardian.com/environment/climate-consensus-97-per-cent/2015/aug/24/adapting-to-air-pollution-with-clean-air-stands-in-china;
014;St Paul's Cathedral is seen shrouded in smog in central London in April 2011. Air pollution limits are regularly exceeded in 16 zones across the UK.;;09;Smog;;;;http://www.theguardian.com/environment/2014/feb/20/air-pollution-european-commission-legal-action-uk-nitrogen-dioxide;
015;Cyclists in Beijing wear face masks as they ride through thick smog caused by pollution.;;09;Smog;;;;http://www.theguardian.com/environment/2014/mar/25/air-pollution-kills-7m-people-a-year;
016;Beijing’s air quality has long been a cause of concern, but the effects of its extreme levels of pollution can now been seen in physical changes to the architecture of the city.;;09;Smog;;;;http://www.theguardian.com/cities/2014/dec/16/beijing-airpocalypse-city-almost-uninhabitable-pollution-china;
017;The iconic India Gate in Delhi, shrouded in smog, is barely visible. Air pollution, caused by car emissions and industries, is rising rapidly.;;09;Smog;;;;http://www.theguardian.com/environment/2014/nov/03/india-air-pollution-cutting-crop-yields-by-almost-half;
018;Children protect their faces from Delhi's smog. The WHO said Delhi had a yearly average PM2.5 level of 153 – London's is a tenth of that.;;09;Smog;;;;http://www.theguardian.com/world/2014/may/08/india-admits-delhi-matches-beijing-air-polllution-world-health-organisation-cities;
019;A man flies kite at The Bund on December 5, 2013 in Shanghai, China. Heavy smog continued to hit northern and eastern parts of China on Thursday, disturbing the traffic, worsening air pollution and forcing the closure of schools;;09;Smog;;;;http://www.theguardian.com/environment/2013/dec/06/schoolchildren-air-pollution-shanghai-eastern-china;
001;Germans throw away 2.8 billion disposable cups each year, according to a lobby group. It's suggesting a 20-cent tax on throw-away coffee cups to encourage people to bring their own - but coffee vendors are outraged.;;10;Coffe-to-go;;;;http://www.dw.com/en/german-green-lobby-challenges-throw-away-coffee-cups/a-18690773;several windmills
002;The bean counters at the World Wildlife Fund found that it takes more than 200 litres of water just to produce one cup of latte coffee;;10;Coffe-to-go;;;;http://ourworld.unu.edu/en/storm-in-a-paper-cup;offshore windmils standing in a row
003;Caffe Nero and Starbucks takeaway cups. An estimated 2.5bn takeaway cups are thrown away each year in the UK.;;10;Coffe-to-go;;;;http://www.theguardian.com/environment/2011/oct/18/coffee-cup-takeaway-recycling;unassambled windmill with crane
004;Even when they do put their cup in the recycling bin, consumers can’t be sure that it will actually be recycled.;;10;Coffe-to-go;;;;http://www.theguardian.com/sustainable-business/2014/aug/18/coffee-paper-cup-environment-recycle-guilt-free;windmill with sun going down in background
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
